{'loss': [0.22059719264507294], 'accuracy': [0.9333495497703552], 'val_loss': [2.7581424713134766], 'val_accuracy': [0.47290000319480896]}
{'loss': [0.2149227261543274], 'accuracy': [0.9365627765655518], 'val_loss': [3.3285460472106934], 'val_accuracy': [0.4765999913215637]}
{'loss': [0.10916070640087128], 'accuracy': [0.9668451547622681], 'val_loss': [2.320521593093872], 'val_accuracy': [0.5182999968528748]}
{'loss': [0.21646928787231445], 'accuracy': [0.9314995408058167], 'val_loss': [2.740889310836792], 'val_accuracy': [0.47029998898506165]}
{'loss': [0.10791043192148209], 'accuracy': [0.9668938517570496], 'val_loss': [2.0280041694641113], 'val_accuracy': [0.5396000146865845]}
{'loss': [0.21484878659248352], 'accuracy': [0.9347614645957947], 'val_loss': [2.8968279361724854], 'val_accuracy': [0.47099998593330383]}
{'loss': [0.21385741233825684], 'accuracy': [0.9353456497192383], 'val_loss': [2.74047589302063], 'val_accuracy': [0.47360000014305115]}
{'loss': [0.10535512119531631], 'accuracy': [0.9676241278648376], 'val_loss': [2.213826894760132], 'val_accuracy': [0.5745999813079834]}
{'loss': [0.21288979053497314], 'accuracy': [0.9347614645957947], 'val_loss': [2.8732495307922363], 'val_accuracy': [0.4722000062465668]}
{'loss': [0.10819235444068909], 'accuracy': [0.9678189158439636], 'val_loss': [2.0447285175323486], 'val_accuracy': [0.5577999949455261]}
{'loss': [0.21482490003108978], 'accuracy': [0.9339337944984436], 'val_loss': [3.241562604904175], 'val_accuracy': [0.4645000100135803]}
{'loss': [0.2138572335243225], 'accuracy': [0.9354430437088013], 'val_loss': [3.174023151397705], 'val_accuracy': [0.47049999237060547]}
{'loss': [0.10229726135730743], 'accuracy': [0.9686465263366699], 'val_loss': [2.175386905670166], 'val_accuracy': [0.5527999997138977]}
{'loss': [0.2156648188829422], 'accuracy': [0.9342746138572693], 'val_loss': [2.7609872817993164], 'val_accuracy': [0.4708999991416931]}
{'loss': [0.10988350212574005], 'accuracy': [0.9667965173721313], 'val_loss': [1.915625810623169], 'val_accuracy': [0.5638999938964844]}
{'loss': [0.0725572481751442], 'accuracy': [0.9770204424858093], 'val_loss': [2.015862226486206], 'val_accuracy': [0.5666999816894531]}
{'loss': [0.21504181623458862], 'accuracy': [0.9351022243499756], 'val_loss': [2.767462968826294], 'val_accuracy': [0.4726000130176544]}
{'loss': [0.21556243300437927], 'accuracy': [0.9359298944473267], 'val_loss': [2.849076509475708], 'val_accuracy': [0.4681999981403351]}
{'loss': [0.10512657463550568], 'accuracy': [0.9687439203262329], 'val_loss': [2.133185863494873], 'val_accuracy': [0.5827000141143799]}
{'loss': [0.07187474519014359], 'accuracy': [0.9763388633728027], 'val_loss': [1.8209534883499146], 'val_accuracy': [0.618399977684021]}
{'loss': [0.21501626074314117], 'accuracy': [0.9341772198677063], 'val_loss': [3.00420880317688], 'val_accuracy': [0.4717000126838684]}
{'loss': [0.1069483682513237], 'accuracy': [0.9678675532341003], 'val_loss': [2.4309873580932617], 'val_accuracy': [0.4991999864578247]}
{'loss': [0.07350992411375046], 'accuracy': [0.9758033156394958], 'val_loss': [1.9481085538864136], 'val_accuracy': [0.6087999939918518]}
{'loss': [0.21075394749641418], 'accuracy': [0.9369522929191589], 'val_loss': [2.596346378326416], 'val_accuracy': [0.47040000557899475]}
{'loss': [0.10625635832548141], 'accuracy': [0.9679162502288818], 'val_loss': [2.2814297676086426], 'val_accuracy': [0.519599974155426]}
{'loss': [0.07108177989721298], 'accuracy': [0.9777994155883789], 'val_loss': [1.4623751640319824], 'val_accuracy': [0.6672999858856201]}
{'loss': [0.21901413798332214], 'accuracy': [0.9340311884880066], 'val_loss': [2.75954532623291], 'val_accuracy': [0.4715999960899353]}
{'loss': [0.1065640076994896], 'accuracy': [0.9682570695877075], 'val_loss': [2.2443325519561768], 'val_accuracy': [0.5275999903678894]}
{'loss': [0.07406207919120789], 'accuracy': [0.9763388633728027], 'val_loss': [1.7767218351364136], 'val_accuracy': [0.6539999842643738]}
{'loss': [0.22135743498802185], 'accuracy': [0.9334956407546997], 'val_loss': [3.0552172660827637], 'val_accuracy': [0.4690000116825104]}
{'loss': [0.11382954567670822], 'accuracy': [0.9657254219055176], 'val_loss': [2.0246338844299316], 'val_accuracy': [0.6019999980926514]}
{'loss': [0.07596731185913086], 'accuracy': [0.9764848947525024], 'val_loss': [2.102252244949341], 'val_accuracy': [0.579200029373169]}
{'loss': [0.2122330665588379], 'accuracy': [0.9349561929702759], 'val_loss': [2.7937471866607666], 'val_accuracy': [0.4713999927043915]}
